scenario_id,retrofit,hp_type,climate_zone,hdd,envelope_class,price_scenario,npv,annual_savings,payback_years,baseline_gas_therms,hp_electricity_kwh,baseline_emissions_kg,hp_emissions_kg,emissions_reduction_kg,total_investment,viability_score,is_viable
61,air_sealing,standard,Mild,3000,Good,base,-14500.674083225671,-0.06494272000000001,999.0,0.3264,3.0284480000000005,1.7299200000000001,1.1689809280000003,0.5609390719999998,14500,0.2922301666666666,False
62,air_sealing,standard,Mild,3000,Good,high,-14501.833655442315,-0.17665856000000002,999.0,0.3264,3.0284480000000005,1.7299200000000001,1.1689809280000003,0.5609390719999998,14500,0.09278149999999998,False
63,air_sealing,standard,Moderate,5000,Poor,low,-14498.758980405866,0.1195626666666667,121275.31447943613,0.88,7.305466666666667,4.664,2.8199101333333334,1.8440898666666663,14500,0.7050000000000001,True
64,air_sealing,standard,Moderate,5000,Poor,base,-14500.56844543235,-0.054765333333333444,999.0,0.88,7.305466666666667,4.664,2.8199101333333334,1.8440898666666663,14500,0.46630714285714286,False
65,air_sealing,standard,Moderate,5000,Poor,high,-14502.981065467653,-0.2872026666666667,999.0,0.88,7.305466666666667,4.664,2.8199101333333334,1.8440898666666663,14500,0.14805,False
66,air_sealing,standard,Moderate,5000,Medium,low,-14499.216294299486,0.07550400000000013,192042.805679169,0.78,6.8562,4.134,2.6464932,1.4875068000000002,14500,0.5217,True
67,air_sealing,standard,Moderate,5000,Medium,base,-14501.057355005034,-0.10186800000000007,999.0,0.78,6.8562,4.134,2.6464932,1.4875068000000002,14500,0.34506728571428574,False
68,air_sealing,standard,Moderate,5000,Medium,high,-14503.51210261243,-0.3383640000000001,999.0,0.78,6.8562,4.134,2.6464932,1.4875068000000002,14500,0.10955699999999999,False
69,air_sealing,standard,Moderate,5000,Good,low,-14499.592508464963,0.039258666666666664,369345.197663361,0.68,6.309266666666667,3.604,2.4353769333333335,1.1686230666666666,14500,0.34545000000000003,False
70,air_sealing,standard,Moderate,5000,Good,base,-14501.404340053477,-0.13529733333333338,999.0,0.68,6.309266666666667,3.604,2.4353769333333335,1.1686230666666666,14500,0.2284905,False
71,air_sealing,standard,Moderate,5000,Good,high,-14503.820115504828,-0.3680386666666666,999.0,0.68,6.309266666666667,3.604,2.4353769333333335,1.1686230666666666,14500,0.0725445,False
72,air_sealing,standard,Cold,7000,Poor,low,-14499.713554653055,0.027596799999999755,525423.2374768136,1.4784,14.439040000000002,7.83552,5.573469440000001,2.2620505599999987,14500,0.5083333333333333,True
73,air_sealing,standard,Cold,7000,Poor,base,-14504.102306575936,-0.3952256000000003,999.0,1.4784,14.439040000000002,7.83552,5.573469440000001,2.2620505599999987,14500,0.3362261904761904,False
74,air_sealing,standard,Cold,7000,Poor,high,-14509.953975806446,-0.9589888000000006,999.0,1.4784,14.439040000000002,7.83552,5.573469440000001,2.2620505599999987,14500,0.10674999999999997,False
75,air_sealing,standard,Cold,7000,Medium,low,-14500.37124104744,-0.03576621176470596,999.0,1.3103999999999998,13.551077647058822,6.945119999999998,5.230715971764705,1.7144040282352933,14500,0.37616666666666665,False
76,air_sealing,standard,Cold,7000,Medium,base,-14504.730123000989,-0.45571087058823534,999.0,1.3103999999999998,13.551077647058822,6.945119999999998,5.230715971764705,1.7144040282352933,14500,0.2488073809523809,False
77,air_sealing,standard,Cold,7000,Medium,high,-14510.541965605726,-1.0156370823529413,999.0,1.3103999999999998,13.551077647058822,6.945119999999998,5.230715971764705,1.7144040282352933,14500,0.07899499999999998,False
78,air_sealing,standard,Cold,7000,Good,low,-14500.86863621445,-0.08368640000000005,999.0,1.1424,12.470080000000001,6.0547200000000005,4.81345088,1.2412691200000001,14500,0.24908333333333332,False
79,air_sealing,standard,Cold,7000,Good,base,-14505.077429778124,-0.48917120000000014,999.0,1.1424,12.470080000000001,6.0547200000000005,4.81345088,1.2412691200000001,14500,0.1647508333333333,False
80,air_sealing,standard,Cold,7000,Good,high,-14510.689154529698,-1.0298176000000003,999.0,1.1424,12.470080000000001,6.0547200000000005,4.81345088,1.2412691200000001,14500,0.052307499999999986,False
81,air_sealing,cold_climate,Mild,3000,Poor,low,-17499.61229664046,0.03735222857142856,468512.8751162678,0.42240000000000005,3.7570971428571434,2.2387200000000003,1.4502394971428574,0.7884805028571429,17500,0.9016666666666666,True
82,air_sealing,cold_climate,Mild,3000,Poor,base,-17500.636829387415,-0.061353600000000064,999.0,0.42240000000000005,3.7570971428571434,2.2387200000000003,1.4502394971428574,0.7884805028571429,17500,0.5963880952380951,True
83,air_sealing,cold_climate,Mild,3000,Poor,high,-17502.002873050005,-0.1929613714285715,999.0,0.42240000000000005,3.7570971428571434,2.2387200000000003,1.4502394971428574,0.7884805028571429,17500,0.18934999999999996,False
84,air_sealing,cold_climate,Mild,3000,Medium,low,-17499.81901672371,0.017436342857142795,1003650.8311048225,0.3744,3.5260457142857153,1.98432,1.361053645714286,0.623266354285714,17500,0.6672333333333332,True
85,air_sealing,cold_climate,Mild,3000,Medium,base,-17500.849122457334,-0.08180640000000017,999.0,0.3744,3.5260457142857153,1.98432,1.361053645714286,0.623266354285714,17500,0.4413271904761904,False
86,air_sealing,cold_climate,Mild,3000,Medium,high,-17502.222596768843,-0.21413005714285738,999.0,0.3744,3.5260457142857153,1.98432,1.361053645714286,0.623266354285714,17500,0.14011899999999997,False
87,air_sealing,cold_climate,Mild,3000,Good,low,-17499.984028375333,0.0015387428571428385,11372920.38027346,0.3264,3.2447657142857147,1.7299200000000001,1.252479565714286,0.47744043428571414,17500,0.44181666666666664,False
88,air_sealing,cold_climate,Mild,3000,Good,base,-17500.98842577193,-0.09522720000000001,999.0,0.3264,3.2447657142857147,1.7299200000000001,1.252479565714286,0.47744043428571414,17500,0.2922301666666666,False
89,air_sealing,cold_climate,Mild,3000,Good,high,-17502.327622300734,-0.22424845714285724,999.0,0.3264,3.2447657142857147,1.7299200000000001,1.252479565714286,0.47744043428571414,17500,0.09278149999999998,False
90,air_sealing,cold_climate,Moderate,5000,Poor,low,-17499.192284667635,0.07781714285714292,224886.1800558083,0.88,7.827285714285715,4.664,3.021332285714286,1.6426677142857136,17500,0.7050000000000001,True
91,air_sealing,cold_climate,Moderate,5000,Poor,base,-17501.326727890435,-0.12782000000000016,999.0,0.88,7.827285714285715,4.664,3.021332285714286,1.6426677142857136,17500,0.46630714285714286,False
92,air_sealing,cold_climate,Moderate,5000,Poor,high,-17504.172652187513,-0.4020028571428571,999.0,0.88,7.827285714285715,4.664,3.021332285714286,1.6426677142857136,17500,0.14805,False
93,air_sealing,cold_climate,Moderate,5000,Medium,low,-17499.622951507714,0.036325714285714406,481752.39893031144,0.78,7.345928571428572,4.134,2.8355284285714286,1.2984715714285717,17500,0.5217,True
94,air_sealing,cold_climate,Moderate,5000,Medium,base,-17501.76900511945,-0.17043000000000008,999.0,0.78,7.345928571428572,4.134,2.8355284285714286,1.2984715714285717,17500,0.34506728571428574,False
95,air_sealing,cold_climate,Moderate,5000,Medium,high,-17504.63040993508,-0.44610428571428584,999.0,0.78,7.345928571428572,4.134,2.8355284285714286,1.2984715714285717,17500,0.10955699999999999,False
96,air_sealing,cold_climate,Moderate,5000,Good,low,-17499.96672578195,0.003205714285714256,5459001.782531245,0.68,6.759928571428572,3.604,2.609332428571429,0.9946675714285709,17500,0.34545000000000003,False
97,air_sealing,cold_climate,Moderate,5000,Good,base,-17502.059220358195,-0.19839000000000007,999.0,0.68,6.759928571428572,3.604,2.609332428571429,0.9946675714285709,17500,0.2284905,False
98,air_sealing,cold_climate,Moderate,5000,Good,high,-17504.849213126523,-0.46718428571428583,999.0,0.68,6.759928571428572,3.604,2.609332428571429,0.9946675714285709,17500,0.0725445,False
99,air_sealing,cold_climate,Cold,7000,Poor,low,-17500.569967782194,-0.05491200000000007,999.0,1.4784,15.470400000000001,7.83552,5.971574400000001,1.8639455999999992,17500,0.5083333333333333,True
100,air_sealing,cold_climate,Cold,7000,Poor,base,-17505.60102955193,-0.5396160000000001,999.0,1.4784,15.470400000000001,7.83552,5.971574400000001,1.8639455999999992,17500,0.3362261904761904,False
101,air_sealing,cold_climate,Cold,7000,Poor,high,-17512.30911191158,-1.1858880000000003,999.0,1.4784,15.470400000000001,7.83552,5.971574400000001,1.8639455999999992,17500,0.10674999999999997,False
102,air_sealing,cold_climate,Cold,7000,Medium,low,-17501.17498705901,-0.1132009411764705,999.0,1.3103999999999998,14.51901176470588,6.945119999999998,5.60433854117647,1.3407814588235283,17500,0.37616666666666665,False
103,air_sealing,cold_climate,Cold,7000,Medium,base,-17506.13667852124,-0.5912216470588236,999.0,1.3103999999999998,14.51901176470588,6.945119999999998,5.60433854117647,1.3407814588235283,17500,0.2488073809523809,False
104,air_sealing,cold_climate,Cold,7000,Medium,high,-17512.752267137545,-1.2285825882352936,999.0,1.3103999999999998,14.51901176470588,6.945119999999998,5.60433854117647,1.3407814588235283,17500,0.07899499999999998,False
105,air_sealing,cold_climate,Cold,7000,Good,low,-17501.60826573507,-0.15494399999999997,999.0,1.1424,13.360800000000001,6.0547200000000005,5.157268800000001,0.8974511999999999,17500,0.24908333333333332,False
106,air_sealing,cold_climate,Cold,7000,Good,base,-17506.37178143921,-0.6138720000000002,999.0,1.1424,13.360800000000001,6.0547200000000005,5.157268800000001,0.8974511999999999,17500,0.1647508333333333,False
107,air_sealing,cold_climate,Cold,7000,Good,high,-17512.723135711407,-1.2257760000000002,999.0,1.1424,13.360800000000001,6.0547200000000005,5.157268800000001,0.8974511999999999,17500,0.052307499999999986,False
108,insulation_attic,standard,Mild,3000,Poor,low,-15499.23302796899,0.07389183999999999,209766.05806541024,0.42240000000000005,3.3003520000000006,2.2387200000000003,1.2739358720000002,0.964784128,15500,0.9016666666666666,True
109,insulation_attic,standard,Mild,3000,Poor,base,-15499.973109212326,0.002590719999999991,5982892.786561286,0.42240000000000005,3.3003520000000006,2.2387200000000003,1.2739358720000002,0.964784128,15500,0.5963880952380951,True
110,insulation_attic,standard,Mild,3000,Poor,high,-15500.959884203445,-0.09247744000000013,999.0,0.42240000000000005,3.3003520000000006,2.2387200000000003,1.2739358720000002,0.964784128,15500,0.18934999999999996,False
111,insulation_attic,standard,Mild,3000,Medium,low,-15499.563093787323,0.042092543999999954,368236.23680241365,0.3744,3.2178432000000003,1.98432,1.2420874752000002,0.7422325247999999,15500,0.6672333333333332,True
112,insulation_attic,standard,Mild,3000,Medium,base,-15500.401257318661,-0.038658048000000056,999.0,0.3744,3.2178432000000003,1.98432,1.2420874752000002,0.7422325247999999,15500,0.4413271904761904,False
113,insulation_attic,standard,Mild,3000,Medium,high,-15501.518808693783,-0.1463255040000001,999.0,0.3744,3.2178432000000003,1.98432,1.2420874752000002,0.7422325247999999,15500,0.14011899999999997,False
114,insulation_attic,standard,Mild,3000,Good,low,-15499.804404063185,0.01884415999999997,822536.0005434057,0.3264,3.0284480000000005,1.7299200000000001,1.1689809280000003,0.5609390719999998,15500,0.44181666666666664,False
115,insulation_attic,standard,Mild,3000,Good,base,-15500.674083225671,-0.06494272000000001,999.0,0.3264,3.0284480000000005,1.7299200000000001,1.1689809280000003,0.5609390719999998,15500,0.2922301666666666,False
116,insulation_attic,standard,Mild,3000,Good,high,-15501.833655442315,-0.17665856000000002,999.0,0.3264,3.0284480000000005,1.7299200000000001,1.1689809280000003,0.5609390719999998,15500,0.09278149999999998,False
