scenario_id,retrofit,hp_type,climate_zone,hdd,envelope_class,price_scenario,npv,annual_savings,payback_years,baseline_gas_therms,hp_electricity_kwh,baseline_emissions_kg,hp_emissions_kg,emissions_reduction_kg,total_investment,viability_score,is_viable
23,none,standard,Cold,7000,Medium,high,-12013.980212433002,-1.3468856470588233,999.0,1.3103999999999998,15.056752941176468,6.945119999999998,5.811906635294116,1.133213364705882,12000,0.07899499999999998,False
24,none,standard,Cold,7000,Good,low,-12001.413626387537,-0.1361920000000001,999.0,1.1424,13.126400000000002,6.0547200000000005,5.066790400000001,0.9879295999999993,12000,0.24908333333333332,False
25,none,standard,Cold,7000,Good,base,-12006.031162581035,-0.5810560000000002,999.0,1.1424,13.126400000000002,6.0547200000000005,5.066790400000001,0.9879295999999993,12000,0.1647508333333333,False
26,none,standard,Cold,7000,Good,high,-12012.187877505694,-1.1742080000000006,999.0,1.1424,13.126400000000002,6.0547200000000005,5.066790400000001,0.9879295999999993,12000,0.052307499999999986,False
27,none,cold_climate,Mild,3000,Poor,low,-15000.16284793777,-0.0156891428571429,999.0,0.42240000000000005,4.420114285714287,2.2387200000000003,1.7061641142857147,0.5325558857142856,15000,0.9016666666666666,True
28,none,cold_climate,Mild,3000,Poor,base,-15001.600294157693,-0.15417600000000015,999.0,0.42240000000000005,4.420114285714287,2.2387200000000003,1.7061641142857147,0.5325558857142856,15000,0.5963880952380951,True
29,none,cold_climate,Mild,3000,Poor,high,-15003.516889117593,-0.33882514285714305,999.0,0.42240000000000005,4.420114285714287,2.2387200000000003,1.7061641142857147,0.5325558857142856,15000,0.18934999999999996,False
30,none,cold_climate,Mild,3000,Medium,low,-15000.144342490295,-0.013906285714285704,999.0,0.3744,3.9178285714285717,1.98432,1.5122818285714288,0.4720381714285713,15000,0.6672333333333332,True
31,none,cold_climate,Mild,3000,Medium,base,-15001.418442548864,-0.13665600000000006,999.0,0.3744,3.9178285714285717,1.98432,1.5122818285714288,0.4720381714285713,15000,0.4413271904761904,False
32,none,cold_climate,Mild,3000,Medium,high,-15003.11724262696,-0.30032228571428576,999.0,0.3744,3.9178285714285717,1.98432,1.5122818285714288,0.4720381714285713,15000,0.14011899999999997,False
33,none,cold_climate,Mild,3000,Good,low,-15000.12583704282,-0.012123428571428563,999.0,0.3264,3.4155428571428574,1.7299200000000001,1.3183995428571431,0.411520457142857,15000,0.44181666666666664,False
34,none,cold_climate,Mild,3000,Good,base,-15001.236590940036,-0.11913600000000002,999.0,0.3264,3.4155428571428574,1.7299200000000001,1.3183995428571431,0.411520457142857,15000,0.2922301666666666,False
35,none,cold_climate,Mild,3000,Good,high,-15002.717596136325,-0.2618194285714286,999.0,0.3264,3.4155428571428574,1.7299200000000001,1.3183995428571431,0.411520457142857,15000,0.09278149999999998,False
36,none,cold_climate,Moderate,5000,Poor,low,-15000.339266537017,-0.03268571428571432,999.0,0.88,9.20857142857143,4.664,3.5545085714285722,1.1094914285714275,15000,0.7050000000000001,True
37,none,cold_climate,Moderate,5000,Poor,base,-15003.333946161863,-0.32120000000000026,999.0,0.88,9.20857142857143,4.664,3.5545085714285722,1.1094914285714275,15000,0.46630714285714286,False
38,none,cold_climate,Moderate,5000,Poor,high,-15007.32685232832,-0.7058857142857147,999.0,0.88,9.20857142857143,4.664,3.5545085714285722,1.1094914285714275,15000,0.14805,False
39,none,cold_climate,Moderate,5000,Medium,low,-15000.300713521448,-0.028971428571428648,999.0,0.78,8.16214285714286,4.134,3.1505871428571437,0.9834128571428566,15000,0.5217,True
40,none,cold_climate,Moderate,5000,Medium,base,-15002.95508864347,-0.2847000000000004,999.0,0.78,8.16214285714286,4.134,3.1505871428571437,0.9834128571428566,15000,0.34506728571428574,False
41,none,cold_climate,Moderate,5000,Medium,high,-15006.494255472833,-0.6256714285714291,999.0,0.78,8.16214285714286,4.134,3.1505871428571437,0.9834128571428566,15000,0.10955699999999999,False
42,none,cold_climate,Moderate,5000,Good,low,-15000.262160505878,-0.025257142857142978,999.0,0.68,7.115714285714287,3.604,2.746665714285715,0.8573342857142849,15000,0.34545000000000003,False
43,none,cold_climate,Moderate,5000,Good,base,-15002.576231125082,-0.2482000000000002,999.0,0.68,7.115714285714287,3.604,2.746665714285715,0.8573342857142849,15000,0.2284905,False
44,none,cold_climate,Moderate,5000,Good,high,-15005.661658617344,-0.5454571428571433,999.0,0.68,7.115714285714287,3.604,2.746665714285715,0.8573342857142849,15000,0.0725445,False
45,none,cold_climate,Cold,7000,Poor,low,-15002.836943712271,-0.27331764705882367,999.0,1.4784,18.200470588235294,7.83552,7.025381647058824,0.8101383529411761,15000,0.5083333333333333,True
46,none,cold_climate,Cold,7000,Poor,base,-15009.56823742957,-0.9218258823529415,999.0,1.4784,18.200470588235294,7.83552,7.025381647058824,0.8101383529411761,15000,0.3362261904761904,False
47,none,cold_climate,Cold,7000,Poor,high,-15018.543295719299,-1.7865035294117648,999.0,1.4784,18.200470588235294,7.83552,7.025381647058824,0.8101383529411761,15000,0.10674999999999997,False
48,none,cold_climate,Cold,7000,Medium,low,-15002.51456374497,-0.24225882352941164,999.0,1.3103999999999998,16.132235294117645,6.945119999999998,6.227042823529412,0.7180771764705867,15000,0.37616666666666665,False
49,none,cold_climate,Cold,7000,Medium,base,-15008.48093772166,-0.8170729411764708,999.0,1.3103999999999998,16.132235294117645,6.945119999999998,6.227042823529412,0.7180771764705867,15000,0.2488073809523809,False
50,none,cold_climate,Cold,7000,Medium,high,-15016.436103023925,-1.5834917647058822,999.0,1.3103999999999998,16.132235294117645,6.945119999999998,6.227042823529412,0.7180771764705867,15000,0.07899499999999998,False
51,none,cold_climate,Cold,7000,Good,low,-15002.192183777664,-0.21120000000000005,999.0,1.1424,14.064000000000002,6.0547200000000005,5.428704000000001,0.6260159999999999,15000,0.24908333333333332,False
52,none,cold_climate,Cold,7000,Good,base,-15007.393638013755,-0.7123200000000003,999.0,1.1424,14.064000000000002,6.0547200000000005,5.428704000000001,0.6260159999999999,15000,0.1647508333333333,False
53,none,cold_climate,Cold,7000,Good,high,-15014.328910328546,-1.3804800000000004,999.0,1.1424,14.064000000000002,6.0547200000000005,5.428704000000001,0.6260159999999999,15000,0.052307499999999986,False
54,air_sealing,standard,Mild,3000,Poor,low,-14499.404310594819,0.05739008000000001,252656.90516549197,0.42240000000000005,3.5066240000000004,2.2387200000000003,1.3535568640000002,0.8851631360000001,14500,0.9016666666666666,True
55,air_sealing,standard,Mild,3000,Poor,base,-14500.272853807523,-0.026287359999999982,999.0,0.42240000000000005,3.5066240000000004,2.2387200000000003,1.3535568640000002,0.8851631360000001,14500,0.5963880952380951,True
56,air_sealing,standard,Mild,3000,Poor,high,-14501.430911424475,-0.13785728000000008,999.0,0.42240000000000005,3.5066240000000004,2.2387200000000003,1.3535568640000002,0.8851631360000001,14500,0.18934999999999996,False
57,air_sealing,standard,Mild,3000,Medium,low,-14499.623821263753,0.03624191999999998,400089.1784982696,0.3744,3.2909760000000006,1.98432,1.2703167360000003,0.7140032639999998,14500,0.6672333333333332,True
58,air_sealing,standard,Mild,3000,Medium,base,-14500.507530402416,-0.0488966400000001,999.0,0.3744,3.2909760000000006,1.98432,1.2703167360000003,0.7140032639999998,14500,0.4413271904761904,False
59,air_sealing,standard,Mild,3000,Medium,high,-14501.685809253966,-0.16241472000000012,999.0,0.3744,3.2909760000000006,1.98432,1.2703167360000003,0.7140032639999998,14500,0.14011899999999997,False
60,air_sealing,standard,Mild,3000,Good,low,-14499.804404063185,0.01884415999999997,769469.1617986698,0.3264,3.0284480000000005,1.7299200000000001,1.1689809280000003,0.5609390719999998,14500,0.44181666666666664,False
