HDD65,log_sqft,building_age,envelope_score,hdd_sqft,age_hdd,sqft_per_hdd,hdd_squared,envelope_class_encoded,climate_zone_encoded,TYPEHUQ,ADQINSUL,DRAFTY
1988,7.090076835776092,55,8.0,2.3856,10.934,0.6036217303822937,0.3952144,1,1,2,2,4
5286,7.791522819150732,45,9.0,12.79212,23.787,0.45781309118426033,2.7941796,1,2,2,2,4
1725,6.866933284461882,25,11.0,1.656,4.3125,0.5565217391304348,0.2975625,0,1,2,1,4
6857,7.313220387090301,45,11.0,10.2855,30.8565,0.21875455738661223,4.7018449,0,0,3,2,3
1230,5.703782474656201,7,9.0,0.369,0.861,0.24390243902439024,0.15129,1,1,2,2,4
2405,7.649692623711514,35,10.0,5.0505,8.4175,0.8731808731808732,0.5784025,1,1,2,1,2
1193,7.824046010856292,25,12.0,2.9825,2.9825,2.095557418273261,0.1423249,0,1,2,2,3
6911,7.549609165154532,45,9.0,13.1309,31.0995,0.27492403414845895,4.7761921,1,0,2,2,2
1152,7.6255950721324535,15,10.0,2.3616,1.728,1.7795138888888888,0.1327104,1,1,2,2,3
7409,7.003065458786462,55,8.0,8.1499,40.7495,0.14846807936293696,5.4893281,1,0,5,2,4
2887,7.762170607138205,15,12.0,6.78445,4.3305,0.8139937651541392,0.8334769,0,1,2,2,3
4673,7.438383530044307,25,10.0,7.9441,11.6825,0.3637919965760753,2.1836929,1,2,1,2,2
6108,5.857933154483459,80,7.0,2.1378,48.864,0.0573018991486575,3.7307664,1,0,2,2,4
6459,4.605170185988092,15,10.0,0.0,9.6885,0.0,4.1718681,1,0,3,2,4
4188,6.0867747269123065,80,9.0,1.84272,33.504,0.10506208213944604,1.7539344,1,2,3,2,3
1107,6.907755278982137,45,9.0,1.107,4.9815,0.9033423667570009,0.1225449,1,1,2,3,3
5667,5.560681631015528,45,10.0,1.47342,25.5015,0.04587965413799188,3.2114889,1,2,4,1,3
4353,7.090076835776092,25,11.0,5.2236,10.8825,0.27567195037904896,1.8948609,0,2,2,1,4
3975,7.313220387090301,25,10.0,5.9625,9.9375,0.37735849056603776,1.5800625,1,2,2,3,3
3830,6.802394763324311,45,9.0,3.447,17.235,0.2349869451697128,1.46689,1,2,3,2,3
5579,7.24422751560335,80,5.0,7.8106,44.632,0.25094102885821834,3.1125241,2,2,2,2,4
4684,4.605170185988092,65,10.0,0.0,30.446,0.0,2.1939856,1,2,2,2,3
1251,4.605170185988092,45,8.0,0.0,5.6295,0.0,0.1565001,1,1,2,1,4
2714,6.0867747269123065,80,5.0,1.19416,21.712,0.16212232866617537,0.7365796,2,1,4,2,4
6406,7.951559331155252,15,12.0,18.19304,9.609,0.44333437402435216,4.1036836,0,0,2,2,3
5798,8.055157731819678,45,9.0,18.2637,26.091,0.5432907899275612,3.3616804,1,2,2,2,2
6535,6.897704943128636,15,9.0,6.46965,9.8025,0.1514919663351186,4.2706225,1,0,1,1,4
6036,8.340456012916183,7,14.0,25.29084,4.2252,0.6941683233929755,3.6433296,0,0,2,1,3
5178,7.52294091807237,65,10.0,9.5793,33.657,0.35728080339899576,2.6811684,1,2,2,2,3
6657,7.3777589082278725,15,10.0,10.6512,9.9855,0.24034850533273247,4.4315649,1,0,2,2,4
5121,7.24422751560335,80,7.0,7.1694,40.968,0.2733841046670572,2.6224641,1,2,2,2,3
1163,7.24422751560335,65,8.0,1.6282,7.5595,1.2037833190025795,0.1352569,1,1,2,2,4
5560,4.605170185988092,65,4.0,0.0,36.14,0.0,3.09136,2,2,3,3,4
4456,7.803843303538772,15,12.0,10.9172,6.684,0.5498204667863554,1.9855936,0,2,3,2,3
2266,7.783224016336037,35,9.0,5.4384,7.931,1.059135039717564,0.5134756,1,1,2,2,4
4533,7.170119543449628,65,10.0,5.8929,29.4645,0.2867857930730201,2.0548089,1,2,2,2,3
4654,6.606650186198215,80,9.0,3.44396,37.232,0.15900300816501933,2.1659716,1,2,2,2,3
1071,7.4673710669175595,80,5.0,1.87425,8.568,1.6339869281045751,0.1147041,2,1,2,3,3
4727,5.438079308923196,80,5.0,1.08721,37.816,0.0486566532684578,2.2344529,2,2,4,3,3
947,4.605170185988092,55,8.0,0.0,5.2085,0.0,0.0896809,1,1,2,3,3
3140,7.6255950721324535,35,9.0,6.437,10.99,0.6528662420382165,0.98596,1,2,2,2,4
3619,5.736572297479192,65,6.0,1.12189,23.5235,0.0856590218292346,1.3097161,1,2,3,3,2
2765,7.313220387090301,80,9.0,4.1475,22.12,0.5424954792043399,0.7645225,1,1,2,2,3
4375,7.727535110475448,65,8.0,9.93125,28.4375,0.5188571428571429,1.9140625,1,2,2,2,4
5824,6.214608098422191,45,3.0,2.912,26.208,0.08585164835164835,3.3918976,2,2,5,3,1
4195,6.927557906278317,80,9.0,4.2789,33.56,0.2431466030989273,1.7598025,1,2,4,2,3
3336,5.991464547107982,2,12.0,1.3344,0.6672,0.11990407673860912,1.1128896,0,2,5,1,4
5434,6.756932389247553,80,5.0,4.67324,43.472,0.15826278984173722,2.9528356,2,2,2,2,2
4409,7.090076835776092,65,6.0,5.2908,28.6585,0.27217056021773645,1.9439281,1,2,2,3,4
5284,5.3471075307174685,80,8.0,1.10964,42.272,0.039742619227857684,2.7920656,1,2,5,1,4
6341,6.345636360828596,2,13.0,3.61437,1.2682,0.08989118435577985,4.0208281,0,0,2,2,3
2074,5.19295685089021,55,6.0,0.37332,11.407,0.08678881388621022,0.4301476,1,1,4,2,2
4201,6.756932389247553,45,3.0,3.61286,18.9045,0.20471316353249228,1.7648401,2,2,2,3,1
4640,7.299797366758161,25,10.0,6.8672,11.6,0.31896551724137934,2.15296,1,2,2,2,4
1137,4.605170185988092,45,9.0,0.0,5.1165,0.0,0.1292769,1,1,2,3,3
3265,7.047517221357296,55,10.0,3.75475,17.9575,0.35222052067381315,1.0660225,1,2,2,2,3
3819,6.956545443151569,45,5.0,4.00995,17.1855,0.2749410840534171,1.4584761,2,2,5,3,2
5518,7.346010209913293,45,9.0,8.5529,24.831,0.2808988764044944,3.0448324,1,2,2,2,3
5747,7.955074273262696,25,11.0,16.37895,14.3675,0.49591091004002086,3.3028009,0,2,2,1,4
6336,7.549609165154532,35,10.0,12.0384,22.176,0.29987373737373735,4.0144896,1,0,2,1,3
2078,4.605170185988092,45,9.0,0.0,9.351,0.0,0.4318084,1,1,3,3,3
4420,7.383989457978509,65,6.0,7.1162,28.73,0.36425339366515835,1.95364,1,2,2,2,2
4489,7.969011781106478,45,8.0,12.97321,20.2005,0.6437959456449098,2.0151121,1,2,2,1,4
1433,7.27931883541462,45,12.0,2.07785,6.4485,1.0118632240055827,0.2053489,0,1,2,1,3
6071,7.003065458786462,65,6.0,6.6781,39.4615,0.1811892604183825,3.6857041,1,0,2,2,4
7453,5.19295685089021,80,5.0,1.34154,59.624,0.024151348450288473,5.5547209,2,0,2,3,3
3460,4.605170185988092,2,12.0,0.0,0.692,0.0,1.19716,0,2,3,1,4
4666,7.3777589082278725,80,3.0,7.4656,37.328,0.3429061294470639,2.1771556,2,2,2,3,4
1099,7.61085279039525,25,11.0,2.21998,2.7475,1.8380345768880801,0.1207801,0,1,2,1,4
4356,6.802394763324311,65,10.0,3.9204,28.314,0.2066115702479339,1.8974736,1,2,2,2,3
8133,7.106606137727303,15,9.0,9.92226,12.1995,0.15000614779294233,6.6145689,1,0,1,1,4
5065,7.24422751560335,25,12.0,7.091,12.6625,0.2764067127344521,2.5654225,0,2,2,2,3
4717,6.866933284461882,80,7.0,4.52832,37.736,0.2035191859232563,2.2250089,1,2,2,2,2
6625,6.396929655216146,80,6.0,3.975,53.0,0.09056603773584905,4.3890625,1,0,5,1,4
3252,8.039157390473237,35,9.0,10.0812,11.382,0.9532595325953259,1.0575504,1,2,2,2,4
4253,6.802394763324311,55,6.0,3.8277,23.3915,0.21161533035504348,1.8088009,1,2,5,3,3
7107,4.605170185988092,80,10.0,0.0,56.856,0.0,5.0509449,1,0,2,1,3
4705,6.016157159698354,80,9.0,1.92905,37.64,0.0871413390010627,2.2137025,1,2,2,2,3
5368,6.309918278226516,55,8.0,2.9524,29.524,0.10245901639344263,2.8815424,1,2,2,2,4
3883,7.222566018822171,45,9.0,5.31971,17.4735,0.3528199845480299,1.5077689,1,2,2,2,4
1088,5.393627546352362,45,7.0,0.23936,4.896,0.20220588235294118,0.1183744,1,1,2,3,3
4698,5.966146739123692,55,8.0,1.83222,25.839,0.08301404853128991,2.2071204,1,2,5,3,3
4288,6.522092798170152,25,12.0,2.91584,10.72,0.15858208955223882,1.8386944,0,2,2,2,3
6167,5.91350300563827,80,9.0,2.28179,49.336,0.05999675693205773,3.8031889,1,0,2,2,3
1986,7.24422751560335,45,11.0,2.7804,8.937,0.7049345417925479,0.3944196,0,1,3,2,3
4977,6.907755278982137,15,10.0,4.977,7.4655,0.20092425155716295,2.4770529,1,2,2,2,4
7258,7.644919344958857,25,12.0,15.16922,18.145,0.2879581151832461,5.2678564,0,0,2,2,3
5211,5.480638923341991,65,9.0,1.25064,33.8715,0.04605641911341393,2.7154521,1,2,2,1,4
1779,7.114769448366463,15,10.0,2.18817,2.6685,0.6913996627318718,0.3164841,1,1,2,3,3
5537,5.393627546352362,80,5.0,1.21814,44.296,0.039732707242188914,3.0658369,2,2,2,3,2
1444,4.605170185988092,7,6.0,0.0,1.0108,0.0,0.2085136,1,1,1,4,4
6035,7.154615356913663,80,7.0,7.7248,48.28,0.212096106048053,3.6421225,1,0,2,2,3
5354,8.006367567650246,7,12.0,16.062,3.7478,0.5603287261860291,2.8665316,0,2,2,1,4
1711,6.672032945461067,45,8.0,1.35169,7.6995,0.46171829339567505,0.2927521,1,1,2,1,4
4570,7.090076835776092,45,9.0,5.484,20.565,0.26258205689277897,2.08849,1,2,3,2,3
957,8.070906088787819,7,12.0,3.0624,0.6699,3.3437826541274815,0.0915849,0,1,2,1,3
4785,5.3471075307174685,45,7.0,1.00485,21.5325,0.0438871473354232,2.2896225,1,2,3,2,4
4716,6.802394763324311,80,7.0,4.2444,37.728,0.19083969465648856,2.2240656,1,2,2,3,3
7217,7.438383530044307,80,5.0,12.2689,57.736,0.23555493972564778,5.2085089,2,0,2,2,4
7887,6.173786103901937,25,4.0,3.78576,19.7175,0.060859642449600605,6.2204769,2,0,5,3,1
3184,7.090076835776092,55,6.0,3.8208,17.512,0.3768844221105528,1.0137856,1,2,2,3,3
5580,8.048788283534199,80,9.0,17.4654,44.64,0.5609318996415771,3.11364,1,2,2,2,3
4022,6.856461984594587,45,9.0,3.8209,18.099,0.2362008950770761,1.6176484,1,2,3,2,3
3307,7.003065458786462,25,11.0,3.6377,8.2675,0.33262775929845784,1.0936249,0,2,2,1,4
4368,7.937374696163295,35,12.0,12.2304,15.288,0.6410256410256411,1.9079424,0,2,2,1,3
5556,7.549609165154532,80,9.0,10.5564,44.448,0.3419726421886249,3.0869136,1,2,2,2,3
5430,7.090076835776092,65,8.0,6.516,35.295,0.22099447513812154,2.94849,1,2,2,2,4
4955,7.489970898834801,80,9.0,8.86945,39.64,0.3612512613521695,2.4552025,1,2,2,2,3
5852,7.003065458786462,25,11.0,6.4372,14.63,0.18796992481203006,3.4245904,0,2,3,1,4
3399,7.600902459542082,80,7.0,6.798,27.192,0.5884083553986467,1.1553201,1,2,2,3,3
8845,4.605170185988092,15,10.0,0.7076,13.2675,0.009044657998869417,7.8234025,1,0,2,2,3
4202,4.941642422609304,65,6.0,0.58828,27.313,0.03331746787244169,1.7656804,1,2,5,2,1
3335,6.866933284461882,2,12.0,3.2016,0.667,0.28785607196401797,1.1122225,0,2,5,1,4
5158,6.396929655216146,80,7.0,3.0948,41.264,0.11632415664986429,2.6604964,1,2,4,2,4
3186,7.560080465021827,80,7.0,6.11712,25.488,0.6026365348399246,1.0150596,1,2,2,2,2
7197,7.286191714702382,25,11.0,10.50762,17.9925,0.20286230373766848,5.1796809,0,0,3,1,4
5242,6.887552571664617,25,12.0,5.13716,13.105,0.18695154521175125,2.7478564,0,2,1,2,3
5909,7.783224016336037,15,11.0,14.1816,8.8635,0.40616009477068876,3.4916281,0,2,3,1,4
2613,7.438383530044307,7,13.0,4.4421,1.8291,0.6505931879066208,0.6827769,0,1,2,2,3
5889,7.955074273262696,45,10.0,16.78365,26.5005,0.48395313295975545,3.4680321,1,2,2,1,4
6747,6.907755278982137,55,8.0,6.747,37.1085,0.14821402104639098,4.5522009,1,0,2,2,4
5787,6.897704943128636,80,9.0,5.72913,46.296,0.17107309486780714,3.3489369,1,2,2,2,3
5796,6.620073206530356,80,9.0,4.347,46.368,0.12939958592132506,3.3593616,1,2,5,2,3
7255,7.847762537473608,80,6.0,18.5728,58.04,0.35286009648518263,5.2635025,1,0,2,1,4
3095,7.24422751560335,25,10.0,4.333,7.7375,0.45234248788368336,0.9579025,1,2,2,2,4
7285,8.160518247477505,80,10.0,25.4975,58.28,0.4804392587508579,5.3071225,1,0,2,1,3
8166,7.4673710669175595,65,9.0,14.2905,53.079,0.21430320842517755,6.6683556,1,0,2,1,4
4960,7.090076835776092,35,9.0,5.952,17.36,0.24193548387096775,2.46016,1,2,2,2,4
4208,5.521460917862246,25,8.0,1.052,10.52,0.0594106463878327,1.7707264,1,2,5,2,4
2754,7.718685495198466,55,7.0,6.1965,15.147,0.8169934640522876,0.7584516,1,1,2,1,4
5967,6.802394763324311,55,6.0,5.3703,32.8185,0.15082956259426847,3.5605089,1,2,5,2,4
1852,7.495541943884256,15,11.0,3.3336,2.778,0.9719222462203023,0.3429904,0,1,2,1,4
1114,6.620073206530356,55,10.0,0.8355,6.127,0.6732495511669659,0.1240996,1,1,4,2,3
1138,7.047517221357296,35,8.0,1.3087,3.983,1.0105448154657293,0.1295044,1,1,2,1,4
6632,4.605170185988092,80,7.0,0.0,53.056,0.0,4.3983424,1,0,4,2,3
7628,6.907755278982137,15,12.0,7.628,11.442,0.13109596224436287,5.8186384,0,0,4,2,3
7433,7.7406644019172415,15,10.0,17.0959,11.1495,0.3094309161845823,5.5249489,1,0,2,2,4
5490,6.946975992135418,80,3.0,5.7096,43.92,0.1894353369763206,3.01401,2,2,4,3,1
5497,7.549609165154532,15,11.0,10.4443,8.2455,0.34564307804256866,3.0217009,0,2,3,1,4
1464,7.90100705199242,25,12.0,3.9528,3.66,1.8442622950819672,0.2143296,0,1,2,2,3
2541,7.090076835776092,35,7.0,3.0492,8.8935,0.4722550177095632,0.6456681,1,1,3,2,2
6067,5.135798437050262,25,12.0,1.03139,15.1675,0.028020438437448492,3.6808489,0,0,5,2,3
1596,7.352441100243583,7,12.0,2.48976,1.1172,0.9774436090225563,0.2547216,0,1,2,1,4
5334,7.549609165154532,65,10.0,10.1346,34.671,0.35620547431571054,2.8451556,1,2,2,2,3
4386,6.620073206530356,80,5.0,3.2895,35.088,0.17099863201094392,1.9236996,2,2,2,3,3
8209,7.7406644019172415,55,8.0,18.8807,45.1495,0.28018028992569133,6.7387681,1,0,2,2,4
4212,6.620073206530356,80,8.0,3.159,33.696,0.17806267806267806,1.7740944,1,2,5,1,4
7244,7.2078598714324755,55,10.0,9.7794,39.842,0.18636112644947542,5.2475536,1,0,2,2,3
4292,8.061486866871327,25,10.0,13.60564,10.73,0.7385834109972041,1.8421264,1,2,2,2,4
1196,6.907755278982137,45,3.0,1.196,5.382,0.8361204013377926,0.1430416,2,1,2,3,1
2638,8.039157390473237,15,10.0,8.1778,3.957,1.1751326762699015,0.6959044,1,1,2,2,4
3214,7.723120092266331,80,7.0,7.26364,25.712,0.7031736154324829,1.0329796,1,2,2,2,3
6069,4.605170185988092,55,10.0,0.0,33.3795,0.0,3.6832761,1,0,2,2,3
7716,7.517520850603031,80,5.0,14.19744,61.728,0.23846552617936756,5.9536656,2,0,2,3,3
4848,8.389359819906353,65,8.0,21.3312,31.512,0.9075907590759076,2.3503104,1,2,2,2,4
8150,6.975413927455952,55,10.0,8.7205,44.825,0.1312883435582822,6.64225,1,0,2,2,3
1142,7.649692623711514,65,6.0,2.3982,7.423,1.838879159369527,0.1304164,1,1,2,2,4
4441,7.286191714702382,2,11.0,6.48386,0.8882,0.3287547849583427,1.9722481,0,2,2,2,4
3569,6.214608098422191,80,5.0,1.7845,28.552,0.14009526478005044,1.2737761,2,2,2,2,4
2868,7.8632667240095735,25,11.0,7.4568,7.17,0.9065550906555091,0.8225424,0,1,2,1,4
6072,7.533693709848633,55,8.0,11.35464,33.396,0.3079710144927536,3.6869184,1,0,2,2,4
6351,7.313220387090301,15,8.0,9.5265,9.5265,0.23618327822390175,4.0335201,1,0,2,3,2
4752,6.937314081223682,80,7.0,4.89456,38.016,0.21675084175084175,2.2581504,1,2,2,2,4
6814,6.907755278982137,55,8.0,6.814,37.477,0.146756677428823,4.6430596,1,0,2,2,3
4196,5.66988092298052,65,8.0,1.21684,27.274,0.06911344137273594,1.7606416,1,2,5,2,4
5844,7.3777589082278725,25,10.0,9.3504,14.61,0.2737850787132101,3.4152336,1,2,2,2,4
3892,7.560080465021827,7,13.0,7.47264,2.7244,0.4933196300102775,1.5147664,0,2,2,2,3
5513,7.90100705199242,55,6.0,14.8851,30.3215,0.48975149646290583,3.0393169,1,2,2,2,4
2080,4.605170185988092,55,4.0,0.0,11.44,0.0,0.43264,2,1,2,3,2
1463,6.214608098422191,45,4.0,0.7315,6.5835,0.3417634996582365,0.2140369,2,1,5,4,4
2626,4.605170185988092,35,12.0,0.0,9.191,0.0,0.6895876,0,1,2,1,3
4902,6.877296071497429,15,10.0,4.75494,7.353,0.19787841697266423,2.4029604,1,2,3,2,4
5399,8.229511118964457,35,9.0,20.24625,18.8965,0.6945730690868679,2.9149201,1,2,2,2,3
4465,7.047517221357296,45,11.0,5.13475,20.0925,0.25755879059350506,1.9936225,0,2,2,2,3
5556,6.856461984594587,55,6.0,5.2782,30.558,0.17098632109431244,3.0869136,1,2,3,2,4
5236,6.363028103540465,35,9.0,3.03688,18.326,0.11077158135981666,2.7415696,1,2,2,2,3
1440,7.170119543449628,45,9.0,1.872,6.48,0.9027777777777778,0.20736,1,1,3,2,4
3862,7.383989457978509,7,13.0,6.21782,2.7034,0.416882444329363,1.4915044,0,2,5,2,3
5023,6.779921907472252,45,9.0,4.42024,22.6035,0.1751941071073064,2.5230529,1,2,5,2,3
5393,7.047517221357296,55,8.0,6.20195,29.6615,0.21323938438716855,2.9084449,1,2,2,2,4
1169,6.131226489483141,80,3.0,0.53774,9.352,0.39349871685201027,0.1366561,2,1,2,3,2
2314,4.605170185988092,80,5.0,0.0,18.512,0.0,0.5354596,2,1,2,3,4
2458,7.958576903813898,25,10.0,7.02988,6.145,1.1635475996745321,0.6041764,1,1,2,2,4
6461,7.408530566894626,7,9.0,10.66065,4.5227,0.2553784243925089,4.1744521,1,0,1,2,4
1791,7.52294091807237,35,9.0,3.31335,6.2685,1.0329424902289224,0.3207681,1,1,2,3,3
7785,8.389359819906353,55,10.0,34.254,42.8175,0.565189466923571,6.0606225,1,0,2,2,3
4145,7.029972911706386,45,9.0,4.68385,18.6525,0.27261761158021713,1.7181025,1,2,2,2,4
5296,6.672032945461067,35,9.0,4.18384,18.536,0.1491691842900302,2.8047616,1,2,2,2,3
5211,7.365180126021013,7,14.0,8.23338,3.6477,0.3032047591633084,2.7154521,0,2,3,1,4
3331,6.937314081223682,80,7.0,3.43093,26.648,0.30921645151606125,1.1095561,1,2,3,3,3
3784,7.455876687491824,65,8.0,6.54632,24.596,0.4571881606765328,1.4318656,1,2,3,2,3
5284,5.991464547107982,65,10.0,2.1136,34.346,0.0757002271006813,2.7920656,1,2,2,2,3
2456,6.897704943128636,55,6.0,2.43144,13.508,0.4030944625407166,0.6031936,1,1,2,2,4
2974,7.495541943884256,45,9.0,5.3532,13.383,0.605245460659045,0.8844676,1,1,2,2,4
5895,7.7406644019172415,35,12.0,13.5585,20.6325,0.39016115351993214,3.4751025,0,2,2,1,3
5697,7.549609165154532,55,8.0,10.8243,31.3335,0.3335088643145515,3.2455809,1,2,2,2,4
6152,8.14902386805177,45,12.0,21.28592,27.684,0.5624187256176854,3.7847104,0,0,2,1,3
1088,7.7406644019172415,35,9.0,2.5024,3.808,2.113970588235294,0.1183744,1,1,3,2,4
2681,4.605170185988092,15,10.0,0.0,4.0215,0.0,0.7187761,1,1,5,2,3
5495,6.684611727667927,45,7.0,4.396,24.7275,0.14558689717925385,3.0195025,1,2,1,2,4
2305,6.956545443151569,35,7.0,2.42025,8.0675,0.455531453362256,0.5313025,1,1,2,2,2
4306,5.247024072160486,55,11.0,0.81814,23.683,0.04412447747329308,1.8541636,0,2,4,1,3
2031,4.605170185988092,80,6.0,0.0,16.248,0.0,0.4124961,1,1,2,4,3
4466,7.31986492980897,25,10.0,6.74366,11.165,0.3381101656963726,1.9945156,1,2,2,2,4
5637,4.605170185988092,35,11.0,0.0,19.7295,0.0,3.1775769,0,2,2,2,3
1995,7.996317231796746,25,10.0,5.92515,4.9875,1.4887218045112782,0.3980025,1,1,2,2,3
5182,7.575584651557793,65,10.0,10.1049,33.683,0.37630258587417986,2.6853124,1,2,2,2,3
6707,7.3777589082278725,7,12.0,10.7312,4.6949,0.2385567317727747,4.4983849,0,0,4,1,4
4593,5.438079308923196,65,8.0,1.05639,29.8545,0.050076202917483124,2.1095649,1,2,5,2,4
3676,7.560080465021827,55,8.0,7.05792,20.218,0.5223068552774756,1.3512976,1,2,2,2,4
8747,4.605170185988092,80,8.0,0.0,69.976,0.0,7.6510009,1,0,2,1,4
3035,7.783224016336037,15,12.0,7.284,4.5525,0.7907742998352554,0.9211225,0,2,2,2,3
2555,6.984716320118266,80,5.0,2.7594,20.44,0.4227005870841487,0.6528025,2,1,2,3,4
5109,4.605170185988092,80,6.0,0.0,40.872,0.0,2.6101881,1,2,2,1,4
5047,7.824046010856292,25,12.0,12.6175,12.6175,0.4953437685753913,2.5472209,0,2,2,2,3
4479,7.098375638590786,80,7.0,5.41959,35.832,0.2701495869613753,2.0061441,1,2,2,3,3
1791,7.696212639346407,25,8.0,3.9402,4.4775,1.2283640424343942,0.3207681,1,1,3,3,3
5936,7.495541943884256,25,11.0,10.6848,14.84,0.3032345013477089,3.5236096,0,2,2,1,4
5898,6.476972362889683,45,7.0,3.8337,26.541,0.1102068497795863,3.4786404,1,2,5,3,4
2604,8.294049640102028,35,11.0,10.416,9.114,1.5360983102918586,0.6780816,0,1,2,2,3
1933,7.170119543449628,2,11.0,2.5129,0.3866,0.6725297465080187,0.3736489,0,1,3,2,4
2241,7.528331766707247,15,10.0,4.16826,3.3615,0.8299866131191432,0.5022081,1,1,2,2,4
7128,4.867534450455582,80,5.0,0.92664,57.024,0.01823793490460157,5.0808384,2,0,2,2,4
1780,7.762170607138205,7,10.0,4.183,1.246,1.3202247191011236,0.31684,1,1,2,1,4
6219,8.1886891244442,45,12.0,22.3884,27.9855,0.5788712011577424,3.8675961,0,0,2,1,3
4893,7.090076835776092,15,8.0,5.8716,7.3395,0.24524831391784183,2.3941449,1,2,3,2,2
1431,7.455876687491824,15,12.0,2.47563,2.1465,1.2089447938504543,0.2047761,0,1,2,2,3
4827,8.07402621612406,55,10.0,15.49467,26.5485,0.6650093225605966,2.3299929,1,2,2,2,3
4206,8.006367567650246,80,8.0,12.618,33.648,0.7132667617689016,1.7690436,1,2,3,1,4
2638,7.824046010856292,15,12.0,6.595,3.957,0.9476876421531463,0.6959044,0,1,2,2,3
5786,5.135798437050262,80,5.0,0.98362,46.288,0.029381265122709988,3.3477796,2,2,2,2,2
7674,7.600902459542082,35,9.0,15.348,26.859,0.26062027625749284,5.8890276,1,0,2,2,4
3249,7.047517221357296,15,10.0,3.73635,4.8735,0.35395506309633734,1.0556001,1,2,3,2,4
5932,7.383989457978509,65,9.0,9.55052,38.558,0.27140930546190156,3.5188624,1,2,2,1,4
5296,4.605170185988092,80,7.0,0.0,42.368,0.0,2.8047616,1,2,4,2,3
5748,4.605170185988092,80,1.0,0.0,45.984,0.0,3.3039504,2,2,2,3,1
7362,7.824046010856292,45,8.0,18.405,33.129,0.3395816354251562,5.4199044,1,0,2,1,4
5819,7.313220387090301,55,9.0,8.7285,32.0045,0.25777625021481354,3.3860761,1,2,2,1,4
5101,8.048788283534199,15,13.0,15.96613,7.6515,0.613605175455793,2.6020201,0,2,2,1,3
4650,8.146129510025405,15,12.0,16.0425,6.975,0.7419354838709677,2.16225,0,2,2,2,3
5562,6.429719478039138,45,10.0,3.44844,25.029,0.11147069399496584,3.0935844,1,2,2,1,4
5860,7.455876687491824,25,12.0,10.1378,14.65,0.295221843003413,3.43396,0,2,2,2,3
6019,7.919356190660617,15,10.0,16.55225,9.0285,0.45688652600099683,3.6228361,1,0,2,2,3
5723,7.893572073504902,35,7.0,15.33764,20.0305,0.4682858640573126,3.2752729,1,2,2,2,2
2867,7.687080155783135,2,10.0,6.25006,0.5734,0.7603767003836763,0.8219689,1,1,3,1,4
5065,6.684611727667927,55,8.0,4.052,27.8575,0.1579466929911155,2.5654225,1,2,2,2,4
2756,7.696212639346407,15,9.0,6.0632,4.134,0.7982583454281568,0.7595536,1,1,2,1,4
2208,4.605170185988092,25,11.0,0.0,5.52,0.0,0.4875264,0,1,2,1,4
5172,7.649692623711514,45,9.0,10.8612,23.274,0.4060324825986079,2.6749584,1,2,2,2,4
5230,7.533693709848633,80,9.0,9.7801,41.84,0.3575525812619503,2.73529,1,2,2,2,3
4185,6.309918278226516,80,10.0,2.30175,33.48,0.13142174432497014,1.7514225,1,2,5,1,3
5541,5.135798437050262,55,6.0,0.94197,30.4755,0.030680382602418337,3.0702681,1,2,5,2,2
5585,8.026170194946426,25,12.0,17.0901,13.9625,0.5478961504028648,3.1192225,0,2,2,2,3
2196,4.605170185988092,15,11.0,0.0,3.294,0.0,0.4822416,0,1,5,1,4
1767,6.684611727667927,25,5.0,1.4136,4.4175,0.4527447651386531,0.3122289,2,1,4,4,4
4226,7.047517221357296,35,9.0,4.8599,14.791,0.2721249408424042,1.7859076,1,2,2,2,2
5868,7.003065458786462,80,7.0,6.4548,46.944,0.18745739604635311,3.4433424,1,2,2,2,4
2111,7.31986492980897,45,8.0,3.18761,9.4995,0.7153008053055424,0.4456321,1,1,2,1,4
2634,7.200424892944957,15,11.0,3.52956,3.951,0.5087319665907365,0.6937956,0,1,3,1,4
6629,6.173786103901937,80,5.0,3.18192,53.032,0.07240911147986122,4.3943641,2,0,2,3,3
2324,7.7406644019172415,45,12.0,5.3452,10.458,0.9896729776247849,0.5400976,0,1,2,1,3
7458,7.783224016336037,45,12.0,17.8992,33.561,0.32180209171359614,5.5621764,0,0,2,1,3
2716,7.696212639346407,25,12.0,5.9752,6.79,0.8100147275405007,0.7376656,0,1,2,2,3
6109,6.907755278982137,65,10.0,6.109,39.7085,0.1636929120969062,3.7319881,1,0,3,2,3
6159,6.593044534142437,80,7.0,4.49607,49.272,0.1185257346971911,3.7933281,1,0,2,2,2
4732,7.31986492980897,15,12.0,7.14532,7.098,0.31910397295012677,2.2391824,0,2,2,2,3
1141,7.824046010856292,15,8.0,2.8525,1.7115,2.1910604732690624,0.1301881,1,1,2,2,4
8685,7.177782416195197,65,10.0,11.37735,56.4525,0.15083477259643063,7.5429225,1,0,2,2,3
5421,6.620073206530356,80,6.0,4.06575,43.368,0.13835085777531822,2.9387241,1,2,2,1,4
5247,7.122866658599083,45,7.0,6.50628,23.6115,0.23632551934438728,2.7531009,1,2,5,2,4
4418,7.649692623711514,2,12.0,9.2778,0.8836,0.47532820280669985,1.9518724,0,2,2,1,4
6976,8.15478757276852,35,9.0,24.27648,24.416,0.4988532110091743,4.8664576,1,0,2,2,4
3807,7.489970898834801,45,11.0,6.81453,17.1315,0.4701864985552929,1.4493249,0,2,2,2,3
2217,7.038783541388542,25,12.0,2.52738,5.5425,0.5142083897158322,0.4915089,0,1,3,2,3
