hdd,electricity_price,gas_price,envelope_class,grid_scenario,grid_emission_factor,baseline_cost,baseline_emissions,best_hp_cost,best_hp_emissions,best_hp_retrofit,best_hp_type,cost_savings,emissions_reduction,is_economically_viable,is_environmentally_beneficial,viability_class
1500,0.08,1.5,poor,high_decarb,0.1,675.0,2385.0,1397.2730852081013,301.4570423714621,No Retrofit,Standard Heat Pump,-722.2730852081013,2083.542957628538,False,True,env_only
1500,0.08,1.5,medium,current,0.42,450.0,1590.0,1316.8845405757115,844.0797186400938,No Retrofit,Standard Heat Pump,-866.8845405757115,745.9202813599062,False,True,env_only
1500,0.08,1.5,medium,moderate_decarb,0.25,450.0,1590.0,1316.8845405757115,502.4284039524368,No Retrofit,Standard Heat Pump,-866.8845405757115,1087.5715960475632,False,True,env_only
1500,0.08,1.5,medium,high_decarb,0.1,450.0,1590.0,1316.8845405757115,200.97136158097473,No Retrofit,Standard Heat Pump,-866.8845405757115,1389.0286384190254,False,True,env_only
1500,0.08,1.5,good,current,0.42,281.25,993.75,1256.593132101419,527.5498241500586,No Retrofit,Standard Heat Pump,-975.3431321014191,466.2001758499414,False,True,env_only
1500,0.08,1.5,good,moderate_decarb,0.25,281.25,993.75,1256.593132101419,314.017752470273,No Retrofit,Standard Heat Pump,-975.3431321014191,679.7322475297269,False,True,env_only
1500,0.08,1.5,good,high_decarb,0.1,281.25,993.75,1256.593132101419,125.60710098810921,No Retrofit,Standard Heat Pump,-975.3431321014191,868.1428990118908,False,True,env_only
1500,0.1,0.8,poor,current,0.42,360.0,2385.0,1457.5644936823937,1266.1195779601405,No Retrofit,Standard Heat Pump,-1097.5644936823937,1118.8804220398595,False,True,env_only
1500,0.1,0.8,poor,moderate_decarb,0.25,360.0,2385.0,1457.5644936823937,753.6426059286551,No Retrofit,Standard Heat Pump,-1097.5644936823937,1631.357394071345,False,True,env_only
1500,0.1,0.8,poor,high_decarb,0.1,360.0,2385.0,1457.5644936823937,301.4570423714621,No Retrofit,Standard Heat Pump,-1097.5644936823937,2083.542957628538,False,True,env_only
1500,0.1,0.8,medium,current,0.42,240.0,1590.0,1357.0788128919064,844.0797186400938,No Retrofit,Standard Heat Pump,-1117.0788128919064,745.9202813599062,False,True,env_only
1500,0.1,0.8,medium,moderate_decarb,0.25,240.0,1590.0,1357.0788128919064,502.4284039524368,No Retrofit,Standard Heat Pump,-1117.0788128919064,1087.5715960475632,False,True,env_only
1500,0.1,0.8,medium,high_decarb,0.1,240.0,1590.0,1357.0788128919064,200.97136158097473,No Retrofit,Standard Heat Pump,-1117.0788128919064,1389.0286384190254,False,True,env_only
1500,0.1,0.8,good,current,0.42,150.0,993.75,1281.7145522990409,527.5498241500586,No Retrofit,Standard Heat Pump,-1131.7145522990409,466.2001758499414,False,True,env_only
1500,0.1,0.8,good,moderate_decarb,0.25,150.0,993.75,1281.7145522990409,314.017752470273,No Retrofit,Standard Heat Pump,-1131.7145522990409,679.7322475297269,False,True,env_only
1500,0.1,0.8,good,high_decarb,0.1,150.0,993.75,1281.7145522990409,125.60710098810921,No Retrofit,Standard Heat Pump,-1131.7145522990409,868.1428990118908,False,True,env_only
1500,0.1,1.0,poor,current,0.42,450.0,2385.0,1457.5644936823937,1266.1195779601405,No Retrofit,Standard Heat Pump,-1007.5644936823937,1118.8804220398595,False,True,env_only
1500,0.1,1.0,poor,moderate_decarb,0.25,450.0,2385.0,1457.5644936823937,753.6426059286551,No Retrofit,Standard Heat Pump,-1007.5644936823937,1631.357394071345,False,True,env_only
1500,0.1,1.0,poor,high_decarb,0.1,450.0,2385.0,1457.5644936823937,301.4570423714621,No Retrofit,Standard Heat Pump,-1007.5644936823937,2083.542957628538,False,True,env_only
1500,0.1,1.0,medium,current,0.42,300.0,1590.0,1357.0788128919064,844.0797186400938,No Retrofit,Standard Heat Pump,-1057.0788128919064,745.9202813599062,False,True,env_only
1500,0.1,1.0,medium,moderate_decarb,0.25,300.0,1590.0,1357.0788128919064,502.4284039524368,No Retrofit,Standard Heat Pump,-1057.0788128919064,1087.5715960475632,False,True,env_only
1500,0.1,1.0,medium,high_decarb,0.1,300.0,1590.0,1357.0788128919064,200.97136158097473,No Retrofit,Standard Heat Pump,-1057.0788128919064,1389.0286384190254,False,True,env_only
1500,0.1,1.0,good,current,0.42,187.5,993.75,1281.7145522990409,527.5498241500586,No Retrofit,Standard Heat Pump,-1094.2145522990409,466.2001758499414,False,True,env_only
1500,0.1,1.0,good,moderate_decarb,0.25,187.5,993.75,1281.7145522990409,314.017752470273,No Retrofit,Standard Heat Pump,-1094.2145522990409,679.7322475297269,False,True,env_only
1500,0.1,1.0,good,high_decarb,0.1,187.5,993.75,1281.7145522990409,125.60710098810921,No Retrofit,Standard Heat Pump,-1094.2145522990409,868.1428990118908,False,True,env_only
1500,0.1,1.2,poor,current,0.42,540.0,2385.0,1457.5644936823937,1266.1195779601405,No Retrofit,Standard Heat Pump,-917.5644936823937,1118.8804220398595,False,True,env_only
1500,0.1,1.2,poor,moderate_decarb,0.25,540.0,2385.0,1457.5644936823937,753.6426059286551,No Retrofit,Standard Heat Pump,-917.5644936823937,1631.357394071345,False,True,env_only
1500,0.1,1.2,poor,high_decarb,0.1,540.0,2385.0,1457.5644936823937,301.4570423714621,No Retrofit,Standard Heat Pump,-917.5644936823937,2083.542957628538,False,True,env_only
1500,0.1,1.2,medium,current,0.42,360.0,1590.0,1357.0788128919064,844.0797186400938,No Retrofit,Standard Heat Pump,-997.0788128919064,745.9202813599062,False,True,env_only
1500,0.1,1.2,medium,moderate_decarb,0.25,360.0,1590.0,1357.0788128919064,502.4284039524368,No Retrofit,Standard Heat Pump,-997.0788128919064,1087.5715960475632,False,True,env_only
1500,0.1,1.2,medium,high_decarb,0.1,360.0,1590.0,1357.0788128919064,200.97136158097473,No Retrofit,Standard Heat Pump,-997.0788128919064,1389.0286384190254,False,True,env_only
1500,0.1,1.2,good,current,0.42,225.0,993.75,1281.7145522990409,527.5498241500586,No Retrofit,Standard Heat Pump,-1056.7145522990409,466.2001758499414,False,True,env_only
1500,0.1,1.2,good,moderate_decarb,0.25,225.0,993.75,1281.7145522990409,314.017752470273,No Retrofit,Standard Heat Pump,-1056.7145522990409,679.7322475297269,False,True,env_only
1500,0.1,1.2,good,high_decarb,0.1,225.0,993.75,1281.7145522990409,125.60710098810921,No Retrofit,Standard Heat Pump,-1056.7145522990409,868.1428990118908,False,True,env_only
1500,0.1,1.5,poor,current,0.42,675.0,2385.0,1457.5644936823937,1266.1195779601405,No Retrofit,Standard Heat Pump,-782.5644936823937,1118.8804220398595,False,True,env_only
1500,0.1,1.5,poor,moderate_decarb,0.25,675.0,2385.0,1457.5644936823937,753.6426059286551,No Retrofit,Standard Heat Pump,-782.5644936823937,1631.357394071345,False,True,env_only
1500,0.1,1.5,poor,high_decarb,0.1,675.0,2385.0,1457.5644936823937,301.4570423714621,No Retrofit,Standard Heat Pump,-782.5644936823937,2083.542957628538,False,True,env_only
1500,0.1,1.5,medium,current,0.42,450.0,1590.0,1357.0788128919064,844.0797186400938,No Retrofit,Standard Heat Pump,-907.0788128919064,745.9202813599062,False,True,env_only
1500,0.1,1.5,medium,moderate_decarb,0.25,450.0,1590.0,1357.0788128919064,502.4284039524368,No Retrofit,Standard Heat Pump,-907.0788128919064,1087.5715960475632,False,True,env_only
1500,0.1,1.5,medium,high_decarb,0.1,450.0,1590.0,1357.0788128919064,200.97136158097473,No Retrofit,Standard Heat Pump,-907.0788128919064,1389.0286384190254,False,True,env_only
1500,0.1,1.5,good,current,0.42,281.25,993.75,1281.7145522990409,527.5498241500586,No Retrofit,Standard Heat Pump,-1000.4645522990409,466.2001758499414,False,True,env_only
1500,0.1,1.5,good,moderate_decarb,0.25,281.25,993.75,1281.7145522990409,314.017752470273,No Retrofit,Standard Heat Pump,-1000.4645522990409,679.7322475297269,False,True,env_only
1500,0.1,1.5,good,high_decarb,0.1,281.25,993.75,1281.7145522990409,125.60710098810921,No Retrofit,Standard Heat Pump,-1000.4645522990409,868.1428990118908,False,True,env_only
1500,0.12,0.8,poor,current,0.42,360.0,2385.0,1517.8559021566862,1266.1195779601405,No Retrofit,Standard Heat Pump,-1157.8559021566862,1118.8804220398595,False,True,env_only
1500,0.12,0.8,poor,moderate_decarb,0.25,360.0,2385.0,1517.8559021566862,753.6426059286551,No Retrofit,Standard Heat Pump,-1157.8559021566862,1631.357394071345,False,True,env_only
1500,0.12,0.8,poor,high_decarb,0.1,360.0,2385.0,1517.8559021566862,301.4570423714621,No Retrofit,Standard Heat Pump,-1157.8559021566862,2083.542957628538,False,True,env_only
1500,0.12,0.8,medium,current,0.42,240.0,1590.0,1397.2730852081013,844.0797186400938,No Retrofit,Standard Heat Pump,-1157.2730852081013,745.9202813599062,False,True,env_only
1500,0.12,0.8,medium,moderate_decarb,0.25,240.0,1590.0,1397.2730852081013,502.4284039524368,No Retrofit,Standard Heat Pump,-1157.2730852081013,1087.5715960475632,False,True,env_only
1500,0.12,0.8,medium,high_decarb,0.1,240.0,1590.0,1397.2730852081013,200.97136158097473,No Retrofit,Standard Heat Pump,-1157.2730852081013,1389.0286384190254,False,True,env_only
1500,0.12,0.8,good,current,0.42,150.0,993.75,1306.8359724966629,527.5498241500586,No Retrofit,Standard Heat Pump,-1156.8359724966629,466.2001758499414,False,True,env_only
1500,0.12,0.8,good,moderate_decarb,0.25,150.0,993.75,1306.8359724966629,314.017752470273,No Retrofit,Standard Heat Pump,-1156.8359724966629,679.7322475297269,False,True,env_only
1500,0.12,0.8,good,high_decarb,0.1,150.0,993.75,1306.8359724966629,125.60710098810921,No Retrofit,Standard Heat Pump,-1156.8359724966629,868.1428990118908,False,True,env_only
1500,0.12,1.0,poor,current,0.42,450.0,2385.0,1517.8559021566862,1266.1195779601405,No Retrofit,Standard Heat Pump,-1067.8559021566862,1118.8804220398595,False,True,env_only
1500,0.12,1.0,poor,moderate_decarb,0.25,450.0,2385.0,1517.8559021566862,753.6426059286551,No Retrofit,Standard Heat Pump,-1067.8559021566862,1631.357394071345,False,True,env_only
1500,0.12,1.0,poor,high_decarb,0.1,450.0,2385.0,1517.8559021566862,301.4570423714621,No Retrofit,Standard Heat Pump,-1067.8559021566862,2083.542957628538,False,True,env_only
1500,0.12,1.0,medium,current,0.42,300.0,1590.0,1397.2730852081013,844.0797186400938,No Retrofit,Standard Heat Pump,-1097.2730852081013,745.9202813599062,False,True,env_only
1500,0.12,1.0,medium,moderate_decarb,0.25,300.0,1590.0,1397.2730852081013,502.4284039524368,No Retrofit,Standard Heat Pump,-1097.2730852081013,1087.5715960475632,False,True,env_only
1500,0.12,1.0,medium,high_decarb,0.1,300.0,1590.0,1397.2730852081013,200.97136158097473,No Retrofit,Standard Heat Pump,-1097.2730852081013,1389.0286384190254,False,True,env_only
1500,0.12,1.0,good,current,0.42,187.5,993.75,1306.8359724966629,527.5498241500586,No Retrofit,Standard Heat Pump,-1119.3359724966629,466.2001758499414,False,True,env_only
1500,0.12,1.0,good,moderate_decarb,0.25,187.5,993.75,1306.8359724966629,314.017752470273,No Retrofit,Standard Heat Pump,-1119.3359724966629,679.7322475297269,False,True,env_only
1500,0.12,1.0,good,high_decarb,0.1,187.5,993.75,1306.8359724966629,125.60710098810921,No Retrofit,Standard Heat Pump,-1119.3359724966629,868.1428990118908,False,True,env_only
1500,0.12,1.2,poor,current,0.42,540.0,2385.0,1517.8559021566862,1266.1195779601405,No Retrofit,Standard Heat Pump,-977.8559021566862,1118.8804220398595,False,True,env_only
1500,0.12,1.2,poor,moderate_decarb,0.25,540.0,2385.0,1517.8559021566862,753.6426059286551,No Retrofit,Standard Heat Pump,-977.8559021566862,1631.357394071345,False,True,env_only
1500,0.12,1.2,poor,high_decarb,0.1,540.0,2385.0,1517.8559021566862,301.4570423714621,No Retrofit,Standard Heat Pump,-977.8559021566862,2083.542957628538,False,True,env_only
1500,0.12,1.2,medium,current,0.42,360.0,1590.0,1397.2730852081013,844.0797186400938,No Retrofit,Standard Heat Pump,-1037.2730852081013,745.9202813599062,False,True,env_only
1500,0.12,1.2,medium,moderate_decarb,0.25,360.0,1590.0,1397.2730852081013,502.4284039524368,No Retrofit,Standard Heat Pump,-1037.2730852081013,1087.5715960475632,False,True,env_only
1500,0.12,1.2,medium,high_decarb,0.1,360.0,1590.0,1397.2730852081013,200.97136158097473,No Retrofit,Standard Heat Pump,-1037.2730852081013,1389.0286384190254,False,True,env_only
1500,0.12,1.2,good,current,0.42,225.0,993.75,1306.8359724966629,527.5498241500586,No Retrofit,Standard Heat Pump,-1081.8359724966629,466.2001758499414,False,True,env_only
1500,0.12,1.2,good,moderate_decarb,0.25,225.0,993.75,1306.8359724966629,314.017752470273,No Retrofit,Standard Heat Pump,-1081.8359724966629,679.7322475297269,False,True,env_only
1500,0.12,1.2,good,high_decarb,0.1,225.0,993.75,1306.8359724966629,125.60710098810921,No Retrofit,Standard Heat Pump,-1081.8359724966629,868.1428990118908,False,True,env_only
1500,0.12,1.5,poor,current,0.42,675.0,2385.0,1517.8559021566862,1266.1195779601405,No Retrofit,Standard Heat Pump,-842.8559021566862,1118.8804220398595,False,True,env_only
1500,0.12,1.5,poor,moderate_decarb,0.25,675.0,2385.0,1517.8559021566862,753.6426059286551,No Retrofit,Standard Heat Pump,-842.8559021566862,1631.357394071345,False,True,env_only
1500,0.12,1.5,poor,high_decarb,0.1,675.0,2385.0,1517.8559021566862,301.4570423714621,No Retrofit,Standard Heat Pump,-842.8559021566862,2083.542957628538,False,True,env_only
1500,0.12,1.5,medium,current,0.42,450.0,1590.0,1397.2730852081013,844.0797186400938,No Retrofit,Standard Heat Pump,-947.2730852081013,745.9202813599062,False,True,env_only
1500,0.12,1.5,medium,moderate_decarb,0.25,450.0,1590.0,1397.2730852081013,502.4284039524368,No Retrofit,Standard Heat Pump,-947.2730852081013,1087.5715960475632,False,True,env_only
1500,0.12,1.5,medium,high_decarb,0.1,450.0,1590.0,1397.2730852081013,200.97136158097473,No Retrofit,Standard Heat Pump,-947.2730852081013,1389.0286384190254,False,True,env_only
1500,0.12,1.5,good,current,0.42,281.25,993.75,1306.8359724966629,527.5498241500586,No Retrofit,Standard Heat Pump,-1025.5859724966629,466.2001758499414,False,True,env_only
1500,0.12,1.5,good,moderate_decarb,0.25,281.25,993.75,1306.8359724966629,314.017752470273,No Retrofit,Standard Heat Pump,-1025.5859724966629,679.7322475297269,False,True,env_only
1500,0.12,1.5,good,high_decarb,0.1,281.25,993.75,1306.8359724966629,125.60710098810921,No Retrofit,Standard Heat Pump,-1025.5859724966629,868.1428990118908,False,True,env_only
