npv,elec_price,gas_price,cop,hp_cost,discount_rate,system_life,annual_savings
-14278.254077557895,0.13609043588988987,0.82202997048827,2.9275608738757533,10761.307999934957,0.06540362888980228,12,-432.0065914055301
-19784.40407769043,0.20164217725911748,1.3526288212016317,2.612210245626019,11646.581856599265,0.03909124836035503,15,-727.2814069683982
-19029.85619751218,0.1305532871419863,0.5,3.180147872958761,12643.94248194123,0.03697469303260209,15,-562.2725649424045
-13280.324000546654,0.13547467425471746,0.7190310005960349,3.3862595075686217,9248.966641689816,0.03998368910791798,15,-362.5433644948656
-14512.110953346168,0.15243553575476881,1.13055479130567,2.5938257351630183,8266.147548561725,0.03488360570031919,18,-473.09240990866215
-9634.392502034601,0.14081482417701868,1.3368599552616598,2.7946011101048263,8000.0,0.03171942605576092,20,-111.61064294949779
-26744.42328970337,0.12662351172359437,0.7837202215193395,3.236796905743068,22776.712524320043,0.03924272277627635,20,-289.99674423499516
-12352.958040319147,0.1698152176615708,1.3984099310705793,3.095386631998164,10419.251548378483,0.034424625102595974,15,-167.20792526703985
-16676.589398443513,0.099491260268349,0.8477286642837232,2.1666823145852447,12482.839312356607,0.047837666334679466,15,-398.1516677856041
-14787.465354615533,0.1484332209148154,0.9654645845842602,2.929633587757918,8817.338233555894,0.03372753218398854,20,-415.2426171981616
-15997.61718218619,0.16949397477649386,1.24553069867826,3.1550993838373427,12942.861751251166,0.03370223258670452,15,-262.78736608049167
-11976.997490366615,0.11119775793243947,1.288749449311184,2.932505372561425,13262.072360426499,0.046544901242632455,12,142.17750635932907
-13957.540212163542,0.13111018980997394,1.3949290861751753,2.4407168242177284,12713.740615085999,0.05361074625809746,12,-143.20437926390082
-19016.91133116902,0.16332850466855092,1.1741403460822428,2.9445582422033656,15699.921164271176,0.06854835899772804,15,-360.85563781810356
-13241.59601649201,0.14688781010719437,1.0003404024961997,2.7756543650101015,8000.0,0.05542853455823514,20,-440.1740074580787
-6431.591263587471,0.1257608427025831,1.3606229043348552,3.3911576178966065,8471.974984225937,0.04143990827458112,12,219.2275654849609
-10038.000493512533,0.12933469574726952,1.2253620828812013,3.2632746611728107,10690.759626294464,0.03932850294430179,18,51.28258504798589
-13768.674021231673,0.14817126695712424,1.178628223965793,2.5191787624490587,8970.541813044263,0.04139675812709708,15,-435.774690279467
-21523.254757421906,0.17485318813395484,0.5,2.9382071775555065,8789.780901843036,0.0468807585701814,20,-994.9182212772926
-11049.372714781206,0.13210474670290936,1.0277157858825146,3.554474360484212,10429.288655023469,0.0481814801189647,20,-48.99282324969363
-25853.61911130834,0.19949170176127834,1.0953622988720901,2.1305981512039107,8000.0,0.031844347367726636,18,-1318.4391325022075
-17293.722088346443,0.1453676012723914,0.8518534551492025,2.723055614087551,10834.212202026709,0.037244743604561155,15,-569.8381990650865
-17720.92638762128,0.20732266140070116,1.291824209676601,2.3400829690022564,8000.0,0.06641081743059299,15,-1043.23759027489
-21331.681400760946,0.15582699401343342,1.2932852139723123,3.034742837520108,19094.138607381738,0.03451448850272042,18,-168.96137008939354
-6923.874960573647,0.13190907960812426,1.5266512384196156,3.1494357662541517,9924.317165294411,0.0413247887598969,18,239.57408256111887
-18306.58595160313,0.11827111186837833,1.0086151757918644,2.4322303063064785,15756.059832175913,0.07683649943683674,12,-332.915572068145
-15772.784321503597,0.13352529634501964,1.0108137435579516,3.022448719413586,13536.678189939954,0.05776004057997312,15,-226.87788814971123
-12770.455165629246,0.1250728215620433,1.231612040333674,2.9039531176993694,12513.293792023314,0.046951489552435034,15,-24.2676224785896
-12282.934972587416,0.16459876899694992,1.2544102113777864,3.286828318792044,10592.341096203134,0.030459852580831483,12,-170.30714296130054
-11398.211141008906,0.15860960835774238,1.3118503581441598,3.5463098044579024,11408.90963739463,0.06259806297513003,15,1.1203222414803804
-21361.554126431365,0.16322330829550213,0.912205143834018,2.3478287787517877,12468.904799332096,0.0724611705247089,18,-899.807164181105
-9866.236225583201,0.15046624098581526,1.4170973806009757,2.7018447535988517,8000.0,0.04326011838408627,15,-171.7000910571378
-21251.453161750705,0.20261374719001793,1.319668387047724,2.704162196722476,14225.829799909796,0.055131854655259604,15,-700.5453832831224
-9133.890404385587,0.14460900697544352,1.234490000922999,3.0502669391060024,8000.0,0.04403861812204279,12,-123.66651898245459
-12560.139931708347,0.1569864277648083,1.0689669027795852,3.0961363271790954,8640.89401407737,0.04925488643009626,18,-333.32771866314886
-8321.442048772766,0.1315959770070568,1.294262448725902,2.8856374976520813,8000.0,0.07680773870803906,18,-33.54263938107033
-18724.02125812307,0.15060752998344046,1.1577384307362832,2.476425243443855,13591.869372087687,0.06703843088771022,18,-499.34814949141617
-16030.934288892007,0.16227497718195016,1.112840214869909,2.2489322528171636,8000.0,0.07046805777392567,18,-801.0751154134658
-20181.993314863008,0.18141515800339675,1.1059829536164594,3.148765595524957,15232.80947236253,0.06249819653888826,18,-465.702002974115
-18031.34582995732,0.17217613459458064,1.101826593185158,2.6738923021438614,12427.794885444937,0.0487791476319972,12,-627.87722486008
-12194.341821148417,0.15127400476644334,1.0900909644900953,2.5861349032599743,8000.0,0.05954166302845054,12,-499.0322961503931
-12873.069269362617,0.09771227781775685,1.1893261354841587,2.6112272536842265,13721.03285043265,0.03635302563259424,15,74.3347261231487
-28180.00945056445,0.16924497852137624,1.237394086265667,2.291651277249584,20266.220965647844,0.061871495074910327,18,-741.195540003022
-20837.747425313097,0.203554431903409,1.5608534395801335,2.0,10466.513971700964,0.0697593097384352,15,-1136.9751902438468
-11427.635840325513,0.1407313423344581,0.9070452305608113,3.4645206922432616,8952.838149314586,0.042512144908229764,15,-226.51360980868503
-21151.867216967683,0.16346217491131002,1.0205382733723543,2.2956464182659815,13034.547142622681,0.0777432640331597,18,-852.6214397699332
-11012.207933469177,0.14935132972325443,0.7682920584660258,3.537486319100738,8000.0,0.06789230552321845,12,-374.99425646752854
-14670.253932157193,0.1112251530061599,0.7800200666842176,2.977527771258491,12486.336132727578,0.053708691454366256,12,-251.58202222068542
-14538.369266746062,0.14454205012928406,0.7762643813800352,2.757952598101434,8000.0,0.060792504902610824,18,-607.4598099442262
-8795.599514963455,0.0995077851660606,0.7749517896016401,3.3765093156264463,8000.0,0.05515681292900439,18,-70.82963869952493
-16650.7602372972,0.1581725681766757,1.0493856185421122,2.824358642846864,12017.855834646123,0.05877370889379395,15,-473.2019172987333
-8878.471968746557,0.15679262738061608,1.1315237069560073,3.6532133498625066,8000.0,0.07707324043882627,15,-100.80472750528611
-24298.38455896345,0.19915136251041424,0.97839180848691,2.8830393045142877,12906.63940050508,0.031163596786791294,18,-836.4486402256391
-10585.407945228824,0.1286577856883825,0.9838675628387581,2.942806194386019,8039.539797531567,0.0614471423389942,18,-237.68919990999404
-16722.908483731375,0.16552794928225595,0.9425747856837219,3.1507018599809298,11678.690123580118,0.07034173696336321,20,-477.40392258038673
-11420.910115194749,0.138872646331348,0.9224680105181291,3.31106595831537,8287.706766216195,0.0470401770126509,20,-245.14549043009424
-12451.265091757261,0.1801781821188652,1.4882149439598316,2.624192849810289,8757.146546524596,0.07512764533397834,15,-418.82827971636607
-12658.82049009193,0.1759128547125889,1.1654057639931166,3.072781188517985,9017.477999529532,0.04946008393670816,12,-409.5858801450528
